"","Cell","Batch","Group","ExpLibSize"
"Cell1571","Cell1571","Batch1","Group5",57103.1636496998
"Cell1572","Cell1572","Batch1","Group2",74259.8646959803
"Cell1573","Cell1573","Batch1","Group7",36148.202280668
"Cell1574","Cell1574","Batch1","Group8",61359.6853078829
"Cell1575","Cell1575","Batch1","Group10",45803.32483526
"Cell1576","Cell1576","Batch1","Group6",59903.2789670841
"Cell1577","Cell1577","Batch1","Group1",72749.6660073143
"Cell1578","Cell1578","Batch1","Group9",74199.1696629314
"Cell1579","Cell1579","Batch1","Group3",63725.7083129897
"Cell1580","Cell1580","Batch1","Group4",87612.1673367025
"Cell1581","Cell1581","Batch1","Group10",72709.4414066492
"Cell1582","Cell1582","Batch1","Group6",72386.225987325
"Cell1583","Cell1583","Batch1","Group1",60700.7716060276
"Cell1584","Cell1584","Batch1","Group1",84005.2287972753
"Cell1585","Cell1585","Batch1","Group10",54109.0116527212
"Cell1586","Cell1586","Batch1","Group7",46937.3477443432
"Cell1587","Cell1587","Batch1","Group8",67356.1784304915
"Cell1588","Cell1588","Batch1","Group9",80442.3692004969
"Cell1589","Cell1589","Batch1","Group6",54089.9586171474
"Cell1590","Cell1590","Batch1","Group5",61322.5988185662
"Cell1591","Cell1591","Batch1","Group7",46798.4967801292
"Cell1592","Cell1592","Batch1","Group3",73801.911893499
"Cell1593","Cell1593","Batch1","Group10",47627.4301839929
"Cell1594","Cell1594","Batch1","Group6",74120.7185111427
"Cell1595","Cell1595","Batch1","Group3",54676.505090664
"Cell1596","Cell1596","Batch1","Group3",49714.6824965835
"Cell1597","Cell1597","Batch1","Group3",64954.181250119
"Cell1598","Cell1598","Batch1","Group2",53067.552922737
"Cell1599","Cell1599","Batch1","Group4",55801.3714107006
"Cell1600","Cell1600","Batch1","Group10",42908.1798518441
"Cell1601","Cell1601","Batch1","Group2",55196.6268978593
"Cell1602","Cell1602","Batch1","Group3",42345.9653540921
"Cell1603","Cell1603","Batch1","Group2",81614.4091857904
"Cell1604","Cell1604","Batch1","Group2",75990.856102829
"Cell1605","Cell1605","Batch1","Group1",62200.4272115837
"Cell1606","Cell1606","Batch1","Group10",62644.7169678183
"Cell1607","Cell1607","Batch1","Group3",69797.1506227802
"Cell1608","Cell1608","Batch1","Group6",83017.1361976132
"Cell1609","Cell1609","Batch1","Group5",76806.657649937
"Cell1610","Cell1610","Batch1","Group4",39506.2795842975
"Cell1611","Cell1611","Batch1","Group3",47489.1322255442
"Cell1612","Cell1612","Batch1","Group6",59801.0654155517
"Cell1613","Cell1613","Batch1","Group8",46377.9520580624
"Cell1614","Cell1614","Batch1","Group5",79548.6309941506
"Cell1615","Cell1615","Batch1","Group9",71898.2059713551
"Cell1616","Cell1616","Batch1","Group10",55529.4025428856
"Cell1617","Cell1617","Batch1","Group10",60267.7929422613
"Cell1618","Cell1618","Batch1","Group9",71443.5491329739
"Cell1619","Cell1619","Batch1","Group5",75240.1843735605
"Cell1620","Cell1620","Batch1","Group2",59875.4111828258
"Cell1621","Cell1621","Batch1","Group10",59767.3818458938
"Cell1622","Cell1622","Batch1","Group8",56226.6522295392
"Cell1623","Cell1623","Batch1","Group7",47841.7424637668
"Cell1624","Cell1624","Batch1","Group9",58275.4596684158
"Cell1625","Cell1625","Batch1","Group2",52809.0413353355
"Cell1626","Cell1626","Batch1","Group9",65683.0981114879
"Cell1627","Cell1627","Batch1","Group10",63079.0776851893
"Cell1628","Cell1628","Batch1","Group2",48678.3932436008
"Cell1629","Cell1629","Batch1","Group1",62857.2561205267
"Cell1630","Cell1630","Batch1","Group6",62796.3993795889
"Cell1631","Cell1631","Batch1","Group9",55306.1222363096
"Cell1632","Cell1632","Batch1","Group1",58033.6517151863
"Cell1633","Cell1633","Batch1","Group5",67085.7019577205
"Cell1634","Cell1634","Batch1","Group9",74130.851274994
"Cell1635","Cell1635","Batch1","Group2",54978.5021158385
"Cell1636","Cell1636","Batch1","Group2",80744.0950408465
"Cell1637","Cell1637","Batch1","Group7",52322.7081706958
"Cell1638","Cell1638","Batch1","Group2",42784.5449419303
"Cell1639","Cell1639","Batch1","Group2",49097.244834824
"Cell1640","Cell1640","Batch1","Group8",44423.1464571374
"Cell1641","Cell1641","Batch1","Group2",80544.696004063
"Cell1642","Cell1642","Batch1","Group6",77076.4023510772
"Cell1643","Cell1643","Batch1","Group9",80401.5430177542
"Cell1644","Cell1644","Batch1","Group10",54837.8117813752
"Cell1645","Cell1645","Batch1","Group5",50680.980178067
"Cell1646","Cell1646","Batch1","Group8",52614.0583530288
"Cell1647","Cell1647","Batch1","Group5",76414.0667303628
"Cell1648","Cell1648","Batch1","Group7",67661.555486112
"Cell1649","Cell1649","Batch1","Group4",45655.9200876463
"Cell1650","Cell1650","Batch1","Group7",60458.0833359966
"Cell1651","Cell1651","Batch1","Group1",44707.2726367629
"Cell1652","Cell1652","Batch1","Group7",66691.5710893758
"Cell1653","Cell1653","Batch1","Group2",56124.9187493457
"Cell1654","Cell1654","Batch1","Group3",67298.6555832856
"Cell1655","Cell1655","Batch1","Group5",62733.6793889323
"Cell1656","Cell1656","Batch1","Group1",57515.5522693234
"Cell1657","Cell1657","Batch1","Group9",54221.8891844401
"Cell1658","Cell1658","Batch1","Group2",58073.4525443069
"Cell1659","Cell1659","Batch1","Group8",43182.6057357742
"Cell1660","Cell1660","Batch1","Group6",93889.1602277656
"Cell1661","Cell1661","Batch1","Group4",77176.9146221666
"Cell1662","Cell1662","Batch1","Group4",46306.2997154528
"Cell1663","Cell1663","Batch1","Group6",66140.4627451714
"Cell1664","Cell1664","Batch1","Group1",60064.4549447656
"Cell1665","Cell1665","Batch1","Group6",43630.047616914
"Cell1666","Cell1666","Batch1","Group10",56045.6133187009
"Cell1667","Cell1667","Batch1","Group1",52301.0175466023
"Cell1668","Cell1668","Batch1","Group4",68660.0695388496
"Cell1669","Cell1669","Batch1","Group7",44235.6344783645
"Cell1670","Cell1670","Batch1","Group7",69025.6565486863
"Cell1671","Cell1671","Batch1","Group4",62647.4163220627
"Cell1672","Cell1672","Batch1","Group10",55296.7953291647
"Cell1673","Cell1673","Batch1","Group10",59407.8569348736
"Cell1674","Cell1674","Batch1","Group1",38791.0380667065
"Cell1675","Cell1675","Batch1","Group3",42465.5901387658
"Cell1676","Cell1676","Batch1","Group8",55329.3117846853
"Cell1677","Cell1677","Batch1","Group9",50488.9228136724
"Cell1678","Cell1678","Batch1","Group3",53461.6563642996
"Cell1679","Cell1679","Batch1","Group10",57569.2428853546
"Cell1680","Cell1680","Batch1","Group3",57949.4936583105
"Cell1681","Cell1681","Batch1","Group3",67752.2713353542
"Cell1682","Cell1682","Batch1","Group1",60139.2357375598
"Cell1683","Cell1683","Batch1","Group8",67618.1247019093
"Cell1684","Cell1684","Batch1","Group2",67367.8971406486
"Cell1685","Cell1685","Batch1","Group10",69705.5830338404
"Cell1686","Cell1686","Batch1","Group1",76367.325692729
"Cell1687","Cell1687","Batch1","Group10",42129.2607089059
"Cell1688","Cell1688","Batch1","Group5",62440.4322845793
"Cell1689","Cell1689","Batch1","Group1",63177.2428782392
"Cell1690","Cell1690","Batch1","Group5",39326.9389436057
"Cell1691","Cell1691","Batch1","Group1",49674.2616222835
"Cell1692","Cell1692","Batch1","Group7",52381.9612528938
"Cell1693","Cell1693","Batch1","Group7",60019.5207363086
"Cell1694","Cell1694","Batch1","Group10",56125.4780189875
"Cell1695","Cell1695","Batch1","Group3",85997.1778173138
"Cell1696","Cell1696","Batch1","Group8",52723.1950350842
"Cell1697","Cell1697","Batch1","Group4",42285.5467741752
"Cell1698","Cell1698","Batch1","Group2",58941.2502823835
"Cell1699","Cell1699","Batch1","Group9",64987.0235523483
"Cell1700","Cell1700","Batch1","Group8",52482.2366188157
"Cell1701","Cell1701","Batch1","Group2",71856.7290658089
"Cell1702","Cell1702","Batch1","Group8",57443.1469514703
"Cell1703","Cell1703","Batch1","Group8",75432.1741873845
"Cell1704","Cell1704","Batch1","Group9",77310.655581614
"Cell1705","Cell1705","Batch1","Group3",72063.5025402223
"Cell1706","Cell1706","Batch1","Group3",59152.1790079286
"Cell1707","Cell1707","Batch1","Group3",40027.4627732448
"Cell1708","Cell1708","Batch1","Group2",79926.8040457235
"Cell1709","Cell1709","Batch1","Group8",49166.7277392571
"Cell1710","Cell1710","Batch1","Group5",62374.8636492423
"Cell1711","Cell1711","Batch1","Group4",54599.1096258554
"Cell1712","Cell1712","Batch1","Group3",84737.2043354001
"Cell1713","Cell1713","Batch1","Group4",44918.6330139728
"Cell1714","Cell1714","Batch1","Group4",74315.6271591967
"Cell1715","Cell1715","Batch1","Group4",68656.1911413253
"Cell1716","Cell1716","Batch1","Group3",52982.4456772285
"Cell1717","Cell1717","Batch1","Group1",73762.6388605524
"Cell1718","Cell1718","Batch1","Group5",54225.7648763666
"Cell1719","Cell1719","Batch1","Group2",72280.2986948891
"Cell1720","Cell1720","Batch1","Group5",64934.9435918718
"Cell1721","Cell1721","Batch1","Group7",47809.871941797
"Cell1722","Cell1722","Batch1","Group9",69690.5542270258
"Cell1723","Cell1723","Batch1","Group5",51787.0302216558
"Cell1724","Cell1724","Batch1","Group10",49045.0692838484
"Cell1725","Cell1725","Batch1","Group1",50910.2945604657
"Cell1726","Cell1726","Batch1","Group4",70447.4593015646
"Cell1727","Cell1727","Batch1","Group6",89774.3924103961
"Cell1728","Cell1728","Batch1","Group5",100481.683000086
"Cell1729","Cell1729","Batch1","Group1",59865.2143221349
"Cell1730","Cell1730","Batch1","Group8",42357.0287485464
"Cell1731","Cell1731","Batch1","Group10",67113.5300294136
"Cell1732","Cell1732","Batch1","Group1",107419.397820869
"Cell1733","Cell1733","Batch1","Group2",78913.8717511115
"Cell1734","Cell1734","Batch1","Group6",63599.2566249519
"Cell1735","Cell1735","Batch1","Group8",62555.6155409709
"Cell1736","Cell1736","Batch1","Group2",64354.6027168669
"Cell1737","Cell1737","Batch1","Group9",60962.8652907218
"Cell1738","Cell1738","Batch1","Group7",66602.1415089552
"Cell1739","Cell1739","Batch1","Group7",58282.6685629093
"Cell1740","Cell1740","Batch1","Group6",52461.7486420383
"Cell1741","Cell1741","Batch1","Group2",51464.9551470742
"Cell1742","Cell1742","Batch1","Group1",54381.1424920073
"Cell1743","Cell1743","Batch1","Group1",52274.3490459984
"Cell1744","Cell1744","Batch1","Group8",52971.4056827017
"Cell1745","Cell1745","Batch1","Group6",66304.2365429472
"Cell1746","Cell1746","Batch1","Group4",75338.5978610597
"Cell1747","Cell1747","Batch1","Group2",51924.2894255477
"Cell1748","Cell1748","Batch1","Group5",51970.631099774
"Cell1749","Cell1749","Batch1","Group10",41488.0661140049
"Cell1750","Cell1750","Batch1","Group5",56383.7691638888
"Cell1751","Cell1751","Batch1","Group6",55993.7985531418
"Cell1752","Cell1752","Batch1","Group7",52704.8671846281
"Cell1753","Cell1753","Batch1","Group7",54123.3644555994
"Cell1754","Cell1754","Batch1","Group7",95419.6899503557
"Cell1755","Cell1755","Batch1","Group4",66303.055323344
"Cell1756","Cell1756","Batch1","Group10",54492.9998753749
"Cell1757","Cell1757","Batch1","Group2",58279.3135161239
"Cell1758","Cell1758","Batch1","Group8",73031.0724920809
"Cell1759","Cell1759","Batch1","Group6",51101.8608074448
"Cell1760","Cell1760","Batch1","Group5",44568.4615562762
"Cell1761","Cell1761","Batch1","Group9",62164.7924449675
"Cell1762","Cell1762","Batch1","Group3",49288.0464398219
"Cell1763","Cell1763","Batch1","Group6",66774.7512560523
"Cell1764","Cell1764","Batch1","Group9",78113.378915367
"Cell1765","Cell1765","Batch1","Group7",64400.8834558749
"Cell1766","Cell1766","Batch1","Group6",51641.4252664495
"Cell1767","Cell1767","Batch1","Group7",57041.0749879266
"Cell1768","Cell1768","Batch1","Group7",51112.2045642687
"Cell1769","Cell1769","Batch1","Group8",62812.8209669565
"Cell1770","Cell1770","Batch1","Group10",53618.7796406714
"Cell1771","Cell1771","Batch1","Group5",88312.1307095276
"Cell1772","Cell1772","Batch1","Group1",53856.1043864844
"Cell1773","Cell1773","Batch1","Group5",48157.2813025485
"Cell1774","Cell1774","Batch1","Group3",83534.3990049162
"Cell1775","Cell1775","Batch1","Group4",56637.1108612341
"Cell1776","Cell1776","Batch1","Group1",40262.8481606336
"Cell1777","Cell1777","Batch1","Group2",47344.9392763664
"Cell1778","Cell1778","Batch1","Group3",45584.9031146668
"Cell1779","Cell1779","Batch1","Group2",73667.7713299798
"Cell1780","Cell1780","Batch1","Group8",57258.1451967542
"Cell1781","Cell1781","Batch1","Group4",66844.8791043186
"Cell1782","Cell1782","Batch1","Group7",56975.7459038786
"Cell1783","Cell1783","Batch1","Group4",61293.894851793
"Cell1784","Cell1784","Batch1","Group5",42139.3160182959
"Cell1785","Cell1785","Batch1","Group5",49617.3442770442
"Cell1786","Cell1786","Batch1","Group1",57509.6314230669
"Cell1787","Cell1787","Batch1","Group3",69761.7928903498
"Cell1788","Cell1788","Batch1","Group4",51906.3156686212
"Cell1789","Cell1789","Batch1","Group3",38985.3103460962
"Cell1790","Cell1790","Batch1","Group9",51634.4813634133
"Cell1791","Cell1791","Batch1","Group1",80604.2949074936
"Cell1792","Cell1792","Batch1","Group6",57971.0467179949
"Cell1793","Cell1793","Batch1","Group8",69082.401136191
"Cell1794","Cell1794","Batch1","Group3",46815.2121755503
"Cell1795","Cell1795","Batch1","Group8",69839.2737555974
"Cell1796","Cell1796","Batch1","Group10",50776.6129700281
"Cell1797","Cell1797","Batch1","Group6",83619.1552721487
"Cell1798","Cell1798","Batch1","Group2",59936.4411056076
"Cell1799","Cell1799","Batch1","Group3",55756.9990939326
"Cell1800","Cell1800","Batch1","Group4",87355.0738301913
"Cell1801","Cell1801","Batch1","Group4",96516.0462845968
"Cell1802","Cell1802","Batch1","Group2",58786.559647381
"Cell1803","Cell1803","Batch1","Group5",75145.3211281171
"Cell1804","Cell1804","Batch1","Group7",52717.1803483396
"Cell1805","Cell1805","Batch1","Group7",57972.154328976
"Cell1806","Cell1806","Batch1","Group8",44908.9026334163
"Cell1807","Cell1807","Batch1","Group6",66802.5005850332
"Cell1808","Cell1808","Batch1","Group3",64415.5436966525
"Cell1809","Cell1809","Batch1","Group1",44981.2981838539
"Cell1810","Cell1810","Batch1","Group9",43232.0229770451
"Cell1811","Cell1811","Batch1","Group5",55896.5031320515
"Cell1812","Cell1812","Batch1","Group3",59935.8793948909
"Cell1813","Cell1813","Batch1","Group4",50666.7116208403
"Cell1814","Cell1814","Batch1","Group9",91048.5508622305
"Cell1815","Cell1815","Batch1","Group2",49922.40063823
"Cell1816","Cell1816","Batch1","Group7",84875.6741785518
"Cell1817","Cell1817","Batch1","Group3",57660.8878444492
"Cell1818","Cell1818","Batch1","Group9",72011.4416186085
"Cell1819","Cell1819","Batch1","Group1",77885.3102424716
"Cell1820","Cell1820","Batch1","Group3",56161.4371552618
"Cell1821","Cell1821","Batch1","Group8",57068.7361088427
"Cell1822","Cell1822","Batch1","Group7",63395.5060473159
"Cell1823","Cell1823","Batch1","Group10",70750.4632557822
"Cell1824","Cell1824","Batch1","Group5",53348.2540725264
"Cell1825","Cell1825","Batch1","Group7",52524.7258643514
"Cell1826","Cell1826","Batch1","Group2",72042.2980025321
"Cell1827","Cell1827","Batch1","Group7",68549.5522525397
"Cell1828","Cell1828","Batch1","Group7",90579.5933379342
"Cell1829","Cell1829","Batch1","Group6",70811.4464297714
"Cell1830","Cell1830","Batch1","Group1",65082.2549907708
"Cell1831","Cell1831","Batch1","Group9",48013.6738811186
"Cell1832","Cell1832","Batch1","Group4",60950.8927406606
"Cell1833","Cell1833","Batch1","Group1",68276.7450408039
"Cell1834","Cell1834","Batch1","Group6",45729.5610681685
"Cell1835","Cell1835","Batch1","Group10",44636.0732691831
"Cell1836","Cell1836","Batch1","Group9",60267.0833924847
"Cell1837","Cell1837","Batch1","Group6",73802.0435263269
"Cell1838","Cell1838","Batch1","Group7",83771.1882054747
"Cell1839","Cell1839","Batch1","Group7",74873.98866542
"Cell1840","Cell1840","Batch1","Group1",75603.9792279097
"Cell1841","Cell1841","Batch1","Group2",67998.8079030522
"Cell1842","Cell1842","Batch1","Group9",59842.3912336723
"Cell1843","Cell1843","Batch1","Group10",63265.0411257278
"Cell1844","Cell1844","Batch1","Group1",53509.3433111608
"Cell1845","Cell1845","Batch1","Group1",59901.707228606
"Cell1846","Cell1846","Batch1","Group8",74842.2459764741
"Cell1847","Cell1847","Batch1","Group2",55976.6394915432
"Cell1848","Cell1848","Batch1","Group3",52342.2806384189
"Cell1849","Cell1849","Batch1","Group6",49781.7419943337
"Cell1850","Cell1850","Batch1","Group8",71990.126639145
"Cell1851","Cell1851","Batch1","Group3",66500.8599167443
"Cell1852","Cell1852","Batch1","Group3",67058.9584985038
"Cell1853","Cell1853","Batch1","Group3",74037.7417559915
"Cell1854","Cell1854","Batch1","Group3",56528.0635746928
"Cell1855","Cell1855","Batch1","Group10",62373.4721350594
"Cell1856","Cell1856","Batch1","Group6",56858.3525793291
"Cell1857","Cell1857","Batch1","Group10",82287.9914797404
"Cell1858","Cell1858","Batch1","Group10",89758.5585635232
"Cell1859","Cell1859","Batch1","Group1",80910.5211468367
"Cell1860","Cell1860","Batch1","Group8",69567.8691485542
"Cell1861","Cell1861","Batch1","Group8",79142.731726173
"Cell1862","Cell1862","Batch1","Group9",60271.0100330573
"Cell1863","Cell1863","Batch1","Group2",57203.2394243598
"Cell1864","Cell1864","Batch1","Group10",82713.2271476533
"Cell1865","Cell1865","Batch1","Group8",58324.983527548
"Cell1866","Cell1866","Batch1","Group6",61417.1042289551
"Cell1867","Cell1867","Batch1","Group4",83541.0338223198
"Cell1868","Cell1868","Batch1","Group2",77536.0535085126
"Cell1869","Cell1869","Batch1","Group6",55223.9431275044
"Cell1870","Cell1870","Batch1","Group6",74413.6926993541
"Cell1871","Cell1871","Batch1","Group7",53951.6433464241
"Cell1872","Cell1872","Batch1","Group1",52412.6908070932
"Cell1873","Cell1873","Batch1","Group7",50591.7824013848
"Cell1874","Cell1874","Batch1","Group7",58298.9435489454
"Cell1875","Cell1875","Batch1","Group9",53048.9598433981
"Cell1876","Cell1876","Batch1","Group2",90804.9081158708
"Cell1877","Cell1877","Batch1","Group4",39399.6014036257
"Cell1878","Cell1878","Batch1","Group5",54229.7254806309
"Cell1879","Cell1879","Batch1","Group4",48267.6363228765
"Cell1880","Cell1880","Batch1","Group3",60729.7164293175
"Cell1881","Cell1881","Batch1","Group7",47339.5264247159
"Cell1882","Cell1882","Batch1","Group6",52971.2656350125
"Cell1883","Cell1883","Batch1","Group10",56664.4612578196
"Cell1884","Cell1884","Batch1","Group9",57191.6352917136
"Cell1885","Cell1885","Batch1","Group5",68294.1009942781
"Cell1886","Cell1886","Batch1","Group10",68205.7874328233
"Cell1887","Cell1887","Batch1","Group4",45276.7560550681
"Cell1888","Cell1888","Batch1","Group7",69103.5482006809
"Cell1889","Cell1889","Batch1","Group3",57465.4389854346
"Cell1890","Cell1890","Batch1","Group3",43130.7105605213
"Cell1891","Cell1891","Batch1","Group4",65085.6533816871
"Cell1892","Cell1892","Batch1","Group9",48942.0126505178
"Cell1893","Cell1893","Batch1","Group5",49122.6057214358
